2.704135330207976251e-01,8.478773500232593407e-03,1.112104562935268035e+02
2.738814709838572337e-01,-4.269032811305921611e-03,1.112403702449771004e+02
2.820161402799229999e-01,-8.893818356887336907e-03,1.112692158410184646e+02
2.826155369648962745e-01,-4.269032811305921611e-03,1.112980614370598147e+02
2.750802643538037828e-01,9.051930683232000188e-03,1.113279753885101115e+02
2.710129297057708997e-01,1.598910900160412443e-02,1.113568209845514758e+02
2.727254916628373826e-01,2.583160131655944103e-02,1.113856665805928259e+02
2.733248883478106017e-01,2.757083690635074233e-02,1.114155805320431369e+02
2.762362436748236338e-01,2.294605136076932964e-02,1.114444261280844870e+02
2.785482023168633914e-01,3.104930808593334493e-02,1.114732717241258513e+02
2.756368469898503593e-01,3.974548603488985143e-02,1.115021173201672013e+02
2.727254916628373826e-01,3.510093644851535605e-02,1.116068161502432474e+02
2.704135330207976251e-01,3.104930808593334493e-02,1.117115149803192935e+02
2.750802643538037828e-01,2.525844413356003598e-02,1.118151454549863928e+02
2.808601609589031489e-01,2.411212976756122242e-02,1.119198442850624389e+02
2.803035783228565170e-01,3.162246526893275345e-02,1.120245431151384849e+02
2.843280989219627575e-01,4.205787880768056125e-02,1.121281735898055842e+02
2.918633715330553047e-01,4.437027158047127107e-02,1.122328724198816303e+02
2.930621649030018538e-01,4.494342876347067611e-02,1.123375712499576622e+02
2.918633715330553047e-01,3.104930808593334493e-02,1.124412017246247757e+02
2.913067888970086727e-01,2.004073736418613208e-02,1.125459005547008076e+02
2.889948302549689152e-01,1.367671622881341462e-02,1.127510247932171410e+02
2.947747268600683368e-01,4.407381096857502199e-03,1.129572173871424070e+02
3.005974375140943455e-01,4.407381096857502199e-03,1.131623416256587404e+02
2.970866855021080943e-01,9.625087866231406969e-03,1.133674658641750597e+02
2.947747268600683368e-01,2.063365858797861982e-02,1.135725901026913931e+02
2.988420615081012199e-01,3.162246526893275345e-02,1.137777143412077123e+02
2.947747268600683368e-01,3.567409363151476109e-02,1.139828385797240458e+02
2.907073922120353981e-01,3.974548603488985143e-02,1.141890311736493118e+02
2.907073922120353981e-01,4.725582153626137899e-02,1.143941554121656452e+02
2.942181442240217049e-01,5.595199948521788896e-02,1.145992796506819644e+02
2.994414581930744945e-01,6.405525621038191120e-02,1.148749153461882884e+02
3.040653754771540096e-01,7.737621970491982692e-02,1.151516193971035449e+02
3.058207514831471352e-01,7.447090570833662937e-02,1.154272550926098546e+02
3.122000447732197759e-01,6.753372738996450686e-02,1.157028907881161643e+02
3.145120034152595334e-01,5.883754944100800383e-02,1.159795948390314209e+02
3.110440654521999249e-01,5.304668548863469141e-02,1.162552305345377448e+02
3.098452720822533757e-01,5.943047066480049156e-02,1.165319345854530013e+02
3.058207514831471352e-01,6.636764898317261407e-02,1.168075702809593110e+02
3.086892927612334692e-01,6.114994221379870670e-02,1.170832059764656208e+02
3.168239620572992910e-01,5.769123507500918679e-02,1.173599100273808773e+02
3.174233587422725655e-01,4.784874276005387367e-02,1.176569128310659806e+02
3.122000447732197759e-01,4.089180040088866847e-02,1.179539156347510840e+02
3.011540201501409775e-01,4.379711439747185908e-02,1.182519867938451199e+02
2.901508095759888217e-01,4.320419317367937134e-02,1.185489895975302233e+02
2.907073922120353981e-01,4.031864321788925648e-02,1.188459924012153124e+02
2.982854788720545880e-01,5.016113553284457655e-02,1.191429952049004157e+02
3.046647721621272842e-01,6.694080616617202606e-02,1.194410663639944516e+02
3.058207514831471352e-01,6.868004175596331695e-02,1.197380691676795550e+02
3.058207514831471352e-01,6.522133461717380398e-02,1.200350719713646583e+02
3.110440654521999249e-01,6.868004175596331695e-02,1.203331431304586943e+02
3.191359206993390485e-01,7.621014129812793414e-02,1.205938218502398627e+02
3.197353173843123231e-01,8.257416243350064466e-02,1.208555689254299637e+02
3.174233587422725655e-01,7.678329848112734612e-02,1.211173160006200789e+02
3.139126067302862588e-01,7.158535575254651451e-02,1.213790630758101798e+02
3.156679827362793844e-01,7.332459134233781928e-02,1.216397417955913483e+02
3.220472760263520806e-01,8.374024084029255133e-02,1.219014888707814492e+02
3.301819453224178469e-01,8.316708365729313934e-02,1.221632359459715502e+02
3.354052592914706366e-01,7.389774852533723126e-02,1.224239146657527186e+02
3.388731972545302451e-01,7.389774852533723126e-02,1.226856617409428338e+02
3.377172179335103941e-01,7.099243452875403371e-02,1.229474088161329348e+02
3.284265693164247213e-01,4.842189994305327871e-02,1.231375760789241127e+02
3.278271726314514467e-01,3.915256481109736370e-02,1.233288116971242374e+02
3.359618419275172130e-01,5.421276389542658419e-02,1.235189789599154153e+02
3.406285732605233707e-01,7.911545529471113170e-02,1.237102145781155258e+02
3.377172179335103941e-01,8.953110479266584987e-02,1.239003818409067037e+02
3.348058626064973620e-01,8.895794760966645176e-02,1.240916174591068284e+02
3.354052592914706366e-01,8.257416243350064466e-02,1.242828530773069389e+02
3.359618419275172130e-01,8.779186920287455898e-02,1.244730203400981168e+02
3.365612386124904876e-01,9.994675429062058192e-02,1.246642559582982415e+02
3.359618419275172130e-01,1.092160894225764900e-01,1.248544232210894194e+02
3.359618419275172130e-01,1.132677177851584976e-01,1.249591220511654655e+02
3.382738005695569705e-01,1.178925033307399173e-01,1.250627525258325647e+02
3.359618419275172130e-01,1.178925033307399173e-01,1.251674513559086108e+02
3.307385279584644788e-01,1.173193461477405053e-01,1.252721501859846569e+02
3.284265693164247213e-01,1.005396755144130766e-01,1.253757806606517562e+02
3.348058626064973620e-01,8.779186920287455898e-02,1.254804794907278023e+02
3.411851558965700026e-01,9.010426197566526185e-02,1.255851783208038341e+02
3.452524905446028858e-01,8.953110479266584987e-02,1.256888087954709476e+02
3.498764078286824009e-01,8.721871201987514699e-02,1.257935076255469795e+02
3.603230357667879247e-01,1.005396755144130766e-01,1.258982064556230256e+02
3.789043330009592703e-01,1.057376182429938943e-01,1.259452140936163573e+02
3.905069402600847006e-01,1.074768538327851991e-01,1.259922217316096749e+02
3.980422128711772478e-01,1.178925033307399173e-01,1.260392293696030066e+02
4.009535681981902244e-01,1.271618384626958254e-01,1.260862370075963241e+02
3.997975888771703734e-01,1.289010740524871301e-01,1.261332446455896559e+02
3.951308575441642157e-01,1.225370529171144196e-01,1.261802522835829734e+02
3.864396056120518175e-01,1.150069533749498024e-01,1.262283282769852377e+02
3.777483536799394193e-01,1.126945606021590995e-01,1.262753359149785695e+02
3.702130810688468721e-01,1.184854245545324120e-01,1.263223435529718870e+02
3.655463497358407143e-01,1.248494456899051225e-01,1.263693511909652187e+02
3.649897670997940824e-01,1.323795452320697397e-01,1.263640094139205274e+02
3.690142876989003229e-01,1.451075875028151607e-01,1.263575992814668894e+02
3.852836262910319109e-01,1.468468230926064655e-01,1.263522575044221838e+02
3.962868368651840667e-01,1.427951947300244717e-01,1.263469157273774925e+02
3.922195022171511836e-01,1.329527024150691517e-01,1.263415739503328012e+02
3.922195022171511836e-01,1.283279168694877181e-01,1.263351638178791632e+02
4.021095475192101310e-01,1.306403096422784349e-01,1.263298220408344719e+02
4.038221094762766139e-01,1.329527024150691517e-01,1.263244802637897664e+02
3.962868368651840667e-01,1.248494456899051225e-01,1.263191384867450751e+02
3.928188989021244582e-01,1.150069533749498024e-01,1.263127283542914370e+02
3.957302542291374903e-01,1.011128326974124747e-01,1.262625156500712933e+02
3.962868368651840667e-01,9.184349756545656662e-02,1.262123029458511496e+02
3.945742749081175837e-01,9.706120433483046706e-02,1.261620902416310059e+02
3.869961882480983939e-01,1.016859898804118867e-01,1.261108091820019297e+02
3.835282502850387853e-01,1.028520682872037795e-01,1.260605964777817860e+02
3.910635228961313326e-01,1.115284821953672068e-01,1.260103837735616423e+02
4.015101508342368564e-01,1.236833672831132297e-01,1.259601710693414987e+02
4.078894441243094970e-01,1.236833672831132297e-01,1.259088900097124224e+02
4.044215061612498885e-01,1.242762885069057105e-01,1.258586773054922787e+02
3.945742749081175837e-01,1.184854245545324120e-01,1.258084646012721350e+02
3.893509609390648496e-01,1.005396755144130766e-01,1.257400898551000239e+02
3.823722709640189343e-01,9.184349756545656662e-02,1.256717151089279128e+02
3.771489569949661447e-01,8.895794760966645176e-02,1.256033403627558016e+02
3.678583083778804719e-01,8.547947643008384222e-02,1.255349656165836905e+02
3.591670564457680737e-01,7.621014129812793414e-02,1.254655225150026467e+02
3.609224324517611993e-01,7.563698411512852215e-02,1.253971477688305356e+02
3.643903704148208633e-01,7.737621970491982692e-02,1.253287730226584245e+02
3.649897670997940824e-01,6.810688457296391884e-02,1.252603982764863133e+02
3.580110771247481671e-01,4.899505712605268376e-02,1.251920235303142164e+02
3.556991184827084651e-01,3.452777926551595100e-02,1.251236487841421052e+02
3.614790150878078312e-01,3.278854367572464623e-02,1.250510006163342354e+02
3.725250397108866296e-01,3.510093644851535605e-02,1.249783524485263655e+02
3.719256430259133550e-01,3.974548603488985143e-02,1.249046359253095630e+02
3.620784117727811058e-01,3.974548603488985143e-02,1.248319877575016932e+02
3.516317838346755265e-01,3.626701485530724883e-02,1.247593395896938375e+02
3.423411352175898537e-01,4.205787880768056125e-02,1.246866914218859677e+02
3.318945072794843298e-01,5.247352830563528636e-02,1.246129748986691652e+02
3.232032553473719316e-01,6.231602062059060643e-02,1.245403267308612953e+02
3.214478793413788060e-01,5.943047066480049156e-02,1.244676785630534255e+02
3.202919000203588995e-01,3.510093644851535605e-02,1.243950303952455556e+02
3.208912967053321741e-01,2.988322967914145215e-02,1.243298607153002706e+02
3.150685860513061654e-01,3.567409363151476109e-02,1.242646910353549714e+02
3.110440654521999249e-01,2.931007249614204363e-02,1.241995213554096864e+02
3.133560240942396824e-01,2.237289417776992112e-02,1.241343516754644014e+02
